StudyHours,Attendance,SleepHours,PastScore,Participation,FinalScore
3.4475172642545573,89,6,60,1,55
6.156200953453265,78,8,30,1,53
2.559549413318349,83,6,66,0,51
6.218672836995394,55,7,65,1,58
4.561627903183213,100,8,66,1,65
2.6562998361585985,77,7,77,1,57
4.448611608583281,90,6,83,0,63
4.958831674440095,67,7,84,1,63
4.432714943325795,84,8,76,1,64
1.1446629201643153,60,7,42,1,39
2.409294236262697,86,6,64,0,51
3.128722046672743,74,8,95,0,63
3.3883498563499304,80,6,75,1,57
4.4310081463260165,90,7,75,1,64
3.766551501399881,61,8,75,1,58
1.4969834619348479,69,6,76,1,51
4.070296776508945,86,7,34,0,48
4.415878617925735,100,7,66,1,63
4.33968567189656,77,8,69,1,60
5.121171088331932,88,6,89,1,68
4.750883231823356,78,7,70,1,60
4.188770118842655,100,8,45,1,57
3.3947514328120296,53,5,76,1,51
1.0085585997260127,81,6,57,0,44
4.144427328698879,55,8,51,1,50
3.811531530744667,42,6,57,1,46
3.90736825579306,84,8,78,1,63
1.5848771362695357,82,6,88,0,55
1.8784151893876064,75,6,77,1,53
5.079729279999356,78,7,79,0,62
3.4406672692150173,100,7,77,0,62
4.522251046058937,76,7,71,0,58
3.542477564195692,87,7,80,1,62
3.544634209243618,70,8,33,1,46
4.907425708963997,84,6,71,1,61
2.725932907673939,76,7,54,1,50
3.644181165411475,73,6,87,0,58
2.8065870669424364,100,7,67,1,59
2.8482556588515267,97,6,70,1,58
3.036241814797041,82,6,47,1,49
3.8332006574505693,45,7,85,0,54
2.781877067504784,74,5,79,1,54
5.383634188360281,100,5,78,1,66
2.158089046670744,76,7,57,1,50
3.2196925337579616,96,7,58,0,55
2.8404034125887376,100,8,73,1,63
5.6704668265306,83,7,59,1,60
3.794832164767362,67,5,76,1,55
5.047766809202953,43,7,37,0,42
1.2716594404445418,90,5,62,1,49
3.9005753988038885,67,7,95,0,62
4.834446193435156,82,8,76,1,65
3.6234259839131364,61,7,72,1,55
5.098220562598026,76,7,95,1,68
2.724067324849442,80,6,34,1,44
5.614021160278369,84,7,57,1,60
6.948347185428876,63,8,63,1,62
2.9557421593405113,97,6,82,1,62
2.8317462178988424,71,6,83,1,57
5.6800767156765515,54,7,57,1,54
5.869358218596068,78,7,84,0,65
2.7157099592700975,80,6,63,0,50
2.869719774356214,82,8,88,1,63
3.077323086709239,100,5,54,1,53
1.4833242334485846,76,6,68,0,48
2.1220220802737026,78,7,62,0,50
1.993788849871898,63,6,85,0,52
2.3483036523438074,92,7,62,1,55
3.447972668919828,82,6,69,1,56
3.851322098804781,73,5,77,1,56
5.825750739221116,51,6,78,1,59
2.0024689388918135,100,8,83,1,63
4.976483597714876,61,7,73,1,59
3.1790167336617365,71,7,63,1,53
3.4258044355213504,85,6,64,1,55
4.512229238249906,62,7,70,1,57
1.815916967656552,57,7,73,1,50
4.073614619276076,48,8,67,0,51
3.7496783123195843,90,7,70,0,58
4.238676896012223,71,7,47,1,51
3.933752965861727,100,5,80,0,61
7.0,65,7,72,1,64
2.543390023623026,66,7,85,1,57
2.7035045674972737,71,8,70,0,53
2.5652892103628533,83,6,43,1,46
2.666784321259618,72,6,64,1,51
2.5439193090402235,89,7,67,1,56
5.283524796661328,65,6,81,1,61
5.630756371984782,59,6,38,1,48
2.6438805593757855,53,8,70,1,52
2.251466640343657,46,7,77,1,50
4.207123334579606,72,8,60,0,54
2.6716654335785432,75,8,71,1,56
4.449397726633266,70,6,60,1,54
3.8043845312769493,98,7,59,1,59
1.226383827504152,98,5,63,0,49
5.821257801995093,74,8,59,0,59
6.193816509643282,53,7,80,0,60
2.5808169642734207,71,6,58,1,49
2.9184476600960236,71,6,56,1,49
3.9287980860873573,70,7,95,1,64
4.001685184980538,69,6,84,1,60
4.487816409009246,70,6,42,1,48
6.515306808149525,74,7,58,0,58
3.234579158758926,70,8,73,1,57
2.302554133192319,83,6,74,0,53
1.431021157978209,85,7,47,1,47
2.4036049400871216,66,8,87,0,57
3.4503095406893043,99,5,82,1,62
6.191836795276681,65,8,77,0,63
2.723583051445743,55,6,90,1,55
3.8356819274583476,85,7,76,0,59
3.475365655890872,67,7,76,1,57
5.282589910172126,84,7,93,1,70
7.0,43,8,86,1,65
2.7036968406195188,100,6,57,1,54
2.765840836222667,90,6,79,1,59
5.066241315603608,57,7,60,0,52
4.522837234439467,57,8,77,1,59
6.27006098860405,100,6,77,0,67
4.375892277988946,68,8,49,1,53
2.9610618638194106,67,6,68,1,52
4.385982246038464,46,6,73,1,53
5.163055370874361,74,7,63,0,57
4.730723271796046,76,5,74,1,58
4.260911046660946,90,7,82,1,65
5.100012034383731,59,5,69,1,54
5.253943385668509,57,6,73,1,57
5.57323848655629,86,7,90,1,70
4.473064831384464,95,7,77,1,65
3.2493228795247187,56,7,73,1,53
3.720070529649984,96,7,55,1,57
5.309763449762535,80,6,80,0,62
2.274596493519146,96,7,74,1,59
4.053009963309352,78,8,89,0,64
2.909991781508959,42,8,70,1,50
3.543117234402226,77,6,42,1,47
5.417677793910948,95,5,44,1,55
3.786648602029855,66,8,81,1,60
3.5696548222342233,74,7,61,1,54
1.460215788530121,77,7,76,1,54
4.619380349040831,40,7,71,1,53
4.468226271711613,100,6,67,1,62
6.74488208495819,66,7,68,1,62
3.0383326475704986,87,8,57,1,56
3.8287254914959084,78,7,69,0,56
3.8740755255661328,98,6,61,0,56
5.866179919645211,86,6,64,1,62
3.357056701419572,76,6,65,0,52
3.9185322886555087,66,7,66,0,53
4.411844764574809,91,6,83,1,65
3.779913684734537,51,5,68,1,49
2.8303495781742076,89,8,85,0,62
3.7911349893474613,63,6,93,1,60
5.110447624789658,98,5,82,1,66
1.9602270508834096,82,6,78,1,55
3.699454511220314,89,6,74,0,58
2.44981877759124,81,7,82,0,57
5.292569943387264,53,8,71,1,59
1.215219642824338,67,8,84,0,53
2.6616172290926174,90,7,79,1,60
4.065817812596781,82,7,64,1,58
5.848286043851511,97,7,83,1,71
3.401374608390518,86,6,71,0,56
2.6672007099602024,65,5,68,1,49
6.321735604160885,68,8,62,1,62
1.327979149375634,81,6,72,1,52
1.0,45,6,84,1,47
4.1600216750799985,100,7,83,1,67
2.7469186634710834,86,7,75,1,59
1.9681507743039302,98,5,78,0,55
4.56253467094903,56,6,89,1,60
3.8657010706567982,98,6,67,1,60
2.6538820538949075,100,7,53,1,55
1.5795434019936585,60,6,89,1,53
4.808685992420217,91,7,62,1,61
4.475301766937991,80,7,59,0,55
3.3512362043309256,56,8,43,1,46
6.269955494071499,87,6,78,0,65
1.894872850510771,92,6,45,0,45
1.211712243612892,70,7,58,1,46
2.4621378951781336,97,7,78,1,61
3.4316209754667533,54,6,80,1,54
3.8650091739840375,57,7,60,1,51
3.138145913215505,82,5,67,1,53
4.028083094771445,80,5,56,1,52
1.6226908637143338,69,7,61,1,48
5.665646906109889,92,6,73,0,63
3.376773232411147,87,8,62,1,58
5.175943747382192,92,7,66,1,63
4.0140880195665565,78,7,48,1,52
4.185129828730676,89,7,86,1,66
4.3546509203483055,73,7,77,1,61
4.171562840025972,100,5,81,0,62
4.464084139801316,67,8,89,0,63
5.493728795198647,100,8,57,1,64
3.794781754552205,80,6,64,1,55
4.563505636382768,59,6,41,1,46
3.36539645856916,100,6,95,1,67
5.660175823174209,81,7,67,0,60
2.4854115469110956,92,7,85,0,60
6.201410649366224,98,8,51,1,64
3.439763074033485,85,7,84,1,63
1.3538373468229277,71,7,95,1,58
3.692156622366184,94,7,69,1,61
2.4784225137876787,80,7,54,1,50
4.760965323483086,90,7,67,1,62
2.5210640310464134,47,7,36,1,39
2.8307248501778304,86,7,69,1,57
1.0,70,7,82,1,53
2.821540521126385,100,7,69,1,60
1.0,89,7,65,1,52
1.124145764771415,83,7,77,1,55
4.6406219842164464,87,7,79,1,65
4.678700237976249,65,7,45,0,48
4.1381863426774474,100,7,71,1,64
2.0495357853061806,100,7,95,0,64
3.4284329657870303,85,6,49,1,51
3.4945961913641472,100,5,68,1,58
1.7624529662111859,71,7,95,1,59
5.755097452650726,68,7,86,1,66
4.816043435863508,80,8,62,1,60
3.168553739255504,86,6,73,0,56
3.540328758491796,74,6,69,1,55
3.8125742119213286,88,6,58,1,55
1.0,84,5,68,1,49
3.1292339262191047,65,7,65,1,52
2.4770236280033022,87,6,71,0,53
1.9975699851576267,92,7,58,0,51
3.0783495606710676,82,7,50,1,51
6.196529790274283,97,7,69,1,68
4.461264291900514,61,8,95,1,65
2.643231515325805,87,7,71,0,55
4.358874172034238,62,6,65,1,53
5.599033154879003,63,8,81,0,62
4.886950524369153,70,8,67,1,60
3.5894455548802613,65,6,95,0,59
2.529594833441639,71,5,69,1,50
4.547334970420385,76,5,80,1,60
4.090228078132625,92,6,58,1,57
4.842789830041598,75,8,77,0,62
4.4527577025229546,56,7,74,0,55
5.074329072979003,97,6,69,0,61
2.697147182659148,67,8,62,0,50
5.476091098451489,79,7,60,1,59
3.7963994070385993,86,6,74,0,57
6.612891308937899,82,8,79,0,68
2.4662182728656483,96,8,68,1,59
6.103945704747874,87,8,74,1,68
3.796866175193972,67,7,69,1,56
2.5228729945783277,100,7,71,1,60
2.7741712489185177,82,6,66,0,52
3.01947903770852,77,7,70,1,56
4.136248919602875,94,8,95,1,71
4.284253232053249,83,6,74,1,60
2.639449994092131,85,7,79,1,59
3.4634681116085257,100,7,76,1,63
6.7134055379177955,75,5,66,0,59
6.091314755151068,75,7,89,1,69
4.154485504511048,81,6,65,0,55
3.5570052172523003,96,7,85,1,66
3.680046990077392,57,5,64,0,47
4.4202769590956255,50,8,55,1,51
1.9658111522023916,71,6,75,1,52
3.1139351938649824,55,6,53,1,45
1.0,73,6,78,0,49
4.098834683907919,87,8,52,1,57
4.470793909554112,66,7,65,1,56
2.775220306550939,58,7,48,0,43
5.860980144935049,81,7,95,1,71
1.661351505496488,92,7,45,1,48
1.3034376796852696,54,6,70,1,46
3.836677727839958,92,7,87,1,66
5.070647453918232,92,6,85,1,67
6.025891537186803,94,8,82,1,72
2.81167360569659,98,7,65,0,56
5.118021250146944,100,7,90,1,72
3.442237295748939,74,6,83,1,59
3.2410590500887704,81,7,73,1,58
4.8254899062300085,73,6,73,1,59
4.478484317620129,80,6,65,1,57
1.1354117645236261,100,6,56,0,48
5.714810524588843,59,7,88,0,62
5.5701370312211775,67,7,89,0,64
2.561655947735706,100,6,56,1,54
4.093705300156113,95,5,67,0,56
4.2410452794241085,74,7,67,0,56
3.8910106487358607,92,7,69,1,61
2.67454226923187,85,6,70,1,55
2.4925649480929226,100,6,84,1,62
3.461668893512832,81,8,58,1,56
5.259093528889047,95,8,57,0,61
4.3154002318916485,100,8,88,1,71
2.944078501870841,88,8,63,1,57
4.657548065972517,80,6,51,1,53
1.0,90,6,62,1,50
5.223148550558156,74,6,65,1,58
1.0,100,6,93,0,59
2.956338587895302,82,8,83,1,62
1.8204951580607842,75,7,87,0,56
1.5579777864186415,67,7,82,1,54
5.241240181067779,96,6,84,1,68
2.7984481980321627,93,8,59,1,57
4.019755822596074,72,8,67,0,56
3.429619131681224,88,6,55,1,53
4.215561240834682,57,8,66,1,55
3.615232836590383,82,6,80,1,60
1.5755116637171456,86,5,72,0,50
4.99440022917071,100,7,89,1,71
2.7593651252580313,68,7,52,1,48
1.1651271520103732,60,5,77,1,47
2.857827258551131,66,6,51,1,46
5.7511396859514665,59,8,71,0,59
4.77533261317024,100,7,81,0,66
2.9770217983882112,100,7,66,1,59
2.976113443522357,84,6,78,0,56
3.017547423173926,98,5,55,0,51
6.615121975341261,82,6,45,1,57
4.07290317834733,78,6,78,0,58
4.145062470786605,75,6,95,1,64
5.045425181047763,75,6,55,1,55
3.85818373853977,56,7,88,1,59
3.1114367812689454,83,6,70,1,56
3.2054752263725326,79,8,49,1,52
3.3925981108789043,91,6,53,0,51
3.4441666452352377,81,7,70,0,56
4.59144431545547,77,5,63,0,53
3.577918828710949,66,7,50,1,49
4.598960115823369,81,5,44,0,48
3.3789251298371266,91,8,57,1,57
3.617952785474136,62,7,72,1,55
1.0,81,7,69,1,51
4.874491512053722,83,5,62,1,56
4.019732713846989,69,7,73,1,58
4.997015164789478,71,7,85,1,64
1.0,83,6,75,0,50
6.632562057171091,62,7,68,0,59
3.2906155577672394,85,8,83,0,62
5.162274225106275,66,7,55,1,55
1.9401411093117038,95,8,66,0,55
4.419160857593854,100,8,66,0,62
1.919876655239516,67,8,51,1,47
2.5643465589562924,88,7,63,0,53
6.371047030800179,69,7,38,1,53
3.21397639885498,95,7,95,1,68
3.8261493097695842,61,7,55,1,50
4.805101596033131,87,8,93,1,71
4.243522831958907,66,5,70,0,52
3.725628357715365,76,6,78,1,58
4.047441503699338,64,6,62,1,52
7.0,92,6,73,0,66
3.4135718044496217,67,6,79,0,54
3.801648570072451,88,7,79,1,63
5.075981594011418,74,5,81,1,61
5.158288899436975,78,7,64,1,60
5.28054545834057,82,7,62,1,60
4.458095333043777,68,6,46,1,49
1.7854926309042747,83,6,77,1,55
5.950147298451644,100,7,86,0,71
1.780481910471968,68,7,94,0,56
3.95395319785855,97,8,74,1,65
2.3685862249709633,100,8,58,1,57
3.403792480110511,67,8,44,1,49
3.9931436154552205,58,7,85,1,59
3.9820358231754094,84,8,43,1,53
4.132881131352927,71,8,64,1,57
5.920566903587971,100,8,66,1,68
4.18030145227097,80,5,68,1,56
3.133765047064027,67,8,70,1,56
4.946130752432536,62,7,72,1,58
5.284205733386961,96,7,33,1,54
1.6585882772945113,71,6,70,1,50
4.396100104774787,80,6,36,1,48
4.551759113466348,94,6,80,1,65
3.053654744960012,72,6,61,1,51
5.563560219967429,79,6,37,1,51
3.27491661945121,79,8,57,1,55
3.6883646802073136,90,5,61,0,53
3.2403922635741957,88,6,87,1,62
3.523368571372201,76,6,72,1,56
1.8555873696571972,80,7,75,0,53
1.3399236761085582,74,6,87,0,53
5.8917575948374585,57,6,68,1,57
2.229557977522508,83,7,81,0,56
2.0129114758155393,100,7,80,1,61
1.0,66,6,50,0,39
2.541557378465747,68,6,92,1,58
1.5153653098887525,66,6,48,0,40
5.963022740204554,90,8,83,0,69
5.014725634013951,86,6,47,1,54
2.4677744822334144,77,7,79,0,55
6.878653708016463,66,6,95,1,69
4.972648230487391,81,7,66,1,60
3.0127529247370664,56,5,66,1,48
1.0,82,5,79,0,50
6.936413858886112,93,7,65,1,67
1.415641299854606,61,6,95,1,55
1.0319018795646624,57,6,72,1,46
5.033855648014461,100,7,65,1,64
7.0,70,8,61,1,63
5.576409227765778,97,6,56,0,59
4.34586368007854,77,7,60,0,54
4.392131512497929,77,8,64,1,59
4.780123338170462,86,8,62,1,61
4.638392884680147,66,7,60,1,55
3.9217871359540637,81,7,95,1,67
3.6563016559278143,74,6,54,1,51
3.4061103081507165,60,7,72,1,54
2.3690531166999858,85,6,78,1,57
3.078987384699839,76,6,79,1,57
1.0,77,7,69,0,49
3.352490559807875,61,6,66,0,49
2.0171133392736236,100,7,76,1,60
1.8446160241763436,93,7,73,1,57
3.7698412267302177,94,7,66,1,60
5.588003429516899,75,6,46,0,51
4.877474909003469,54,6,62,1,52
1.1442490945652346,100,7,52,0,48
2.0155577951444936,79,8,59,1,52
4.911156781982324,68,5,70,1,56
2.0262689096925355,86,6,75,1,55
3.163050275004463,97,8,95,1,69
4.325078148536828,79,5,61,1,54
2.047483317704547,99,8,81,1,63
3.65806325921894,96,7,74,0,61
1.4989617576226935,63,7,89,1,55
2.5979485340731796,69,6,78,1,54
3.9796729012138057,94,6,54,1,55
1.110509399702496,40,6,44,1,34
4.160712106940599,77,8,74,1,62
3.470543301609978,58,7,62,1,51
4.328734931625721,72,7,55,1,54
3.835871201096992,75,7,50,1,52
5.546210644960766,74,6,72,1,61
3.687836753971861,71,7,92,1,63
2.855891688312121,63,7,63,0,49
3.683446254548426,100,7,78,1,65
4.314947043554582,100,6,68,0,60
3.5732901054885566,62,7,50,1,48
3.5608875368058235,100,8,81,1,67
2.447012468289867,74,7,53,1,49
2.5056486236735775,81,5,70,1,52
1.3960920923004596,79,7,64,1,50
6.124365114780409,70,6,83,1,65
1.6342051469130725,94,7,54,1,51
2.460642203306139,81,8,75,1,58
2.422389101646204,72,7,57,0,48
4.842386565416662,60,7,62,0,53
3.0575754825619583,66,7,30,1,42
5.3716131090106005,55,6,95,1,63
2.489764063634197,80,6,78,1,56
3.918491243335703,62,8,58,1,53
2.246979420110364,76,7,53,0,47
6.717723691660082,100,5,62,1,64
1.7186023714557308,97,6,80,1,58
3.9647310653405414,79,7,41,1,50
4.450665321398148,78,7,67,0,57
4.120698646177248,100,8,95,1,72
3.2220685116834376,87,6,52,1,52
3.305268950399861,75,8,71,1,58
3.5657172079686643,58,7,95,1,61
3.279496997557267,85,7,79,1,61
4.945818675192364,92,7,71,0,62
6.815784502387027,70,6,77,1,65
2.6637623224882496,84,8,63,0,54
1.445295530631383,74,6,89,1,56
3.3675769274731175,77,6,64,1,54
7.0,42,8,40,0,49
2.294488148045404,76,7,64,1,52
5.958675208166101,94,8,55,0,62
6.016551221114661,70,7,65,0,59
2.669617637438008,80,6,66,1,53
4.353474618777913,68,8,87,0,62
5.942594934692807,85,5,80,0,63
2.9313083885187696,76,8,73,1,58
3.1946294598464573,65,6,69,1,52
2.6274786290770344,99,8,54,1,56
1.9778649039606997,93,6,37,1,45
2.5260836824009893,70,7,71,1,54
1.6640895998566152,87,8,81,1,59
3.551125202388839,88,7,68,1,59
2.3450401534120373,89,7,61,1,54
3.8506788676861214,54,8,76,1,57
1.166156530694559,95,7,68,1,54
3.9963203483216856,71,8,95,1,66
4.750293442413387,74,7,88,0,63
1.0,100,6,84,1,58
4.061084854771358,84,5,81,1,60
5.341503488709938,74,6,50,1,54
1.6855384719631918,46,6,79,1,48
6.008858580256555,100,7,75,1,70
4.1285285140490675,59,6,79,0,54
2.4424822163623867,64,5,77,1,51
3.416346383513441,75,5,76,0,53
4.337490368782584,100,8,95,1,73
3.6140080871186173,91,7,68,1,60
4.308133988669554,77,6,84,0,60
2.1189896103809507,84,8,62,0,52
3.754041236054117,70,5,81,1,57
1.3794282546425296,82,8,84,0,57
3.3331609079769495,81,7,75,1,59
2.1441385378028155,94,6,95,0,61
2.3967050861153503,94,7,56,1,54
5.354139762815656,87,7,62,0,59
5.136965180891403,74,7,73,1,62
4.413707181360765,91,8,83,1,68
1.8615308529911316,78,6,72,1,52
3.025387325457797,63,6,89,1,57
5.319646549968775,73,5,60,1,55
3.712575370459857,81,6,52,1,52
6.978994309972541,93,6,74,1,69
4.089976759091558,77,8,68,0,58
3.788073674735047,61,5,78,1,54
3.036325303696248,80,7,69,0,54
3.7003113571734234,81,7,64,1,57
3.271295245429184,82,8,68,1,58
4.562163015032885,93,8,70,1,65
4.935053475191876,95,7,65,1,63
2.3210158092380757,71,8,66,1,53
1.503150569663333,70,7,63,1,49
1.0,64,8,82,1,53
4.261986990368816,90,7,72,1,62
1.8449500907391896,100,5,95,1,62
1.0,75,7,72,0,49
4.082867906796446,76,7,61,0,54
7.0,100,6,95,0,75
3.49089363269016,87,6,76,0,57
4.757736161677463,86,7,84,1,66
3.6227440378213474,62,8,78,1,58
3.351665520213286,90,5,79,0,57
4.878614724481653,66,7,78,1,61
3.064588183717023,62,7,53,0,46
3.9010884711078546,74,8,75,1,61
3.9825467092940205,71,8,50,1,53
2.497864319535427,76,7,67,1,54
4.988063524304784,58,7,59,0,52
3.237560364956887,94,6,75,0,58
2.3663822607607328,96,7,75,0,58
4.304764765355605,50,7,77,1,56
2.152298027313444,94,8,74,1,60
3.542271736053692,67,7,60,1,52
3.4863215050336946,92,6,66,0,55
5.128843348747367,78,7,83,1,65
4.2120473493199295,80,6,86,1,63
3.462459561882284,77,5,52,1,49
4.726649448800431,98,6,47,1,56
5.5853113235259695,61,6,59,1,54
4.3367154595277935,89,8,85,1,68
3.515528929765071,96,6,88,1,65
1.5322456514747607,90,6,56,0,47
1.9023295053869411,100,8,74,1,60
3.0421629434679986,72,6,95,1,61
2.5857316967610755,94,5,76,1,57
3.219543045521831,78,6,91,0,59
3.584974887345661,98,6,84,1,64
4.294539131535096,79,6,56,1,54
3.394251832911363,74,5,67,1,52
4.229752465739303,99,7,70,1,63
3.5967116222151803,72,6,71,0,53
1.0,58,6,83,0,48
2.0909969092718685,72,8,76,1,56
3.2838686664175767,89,7,30,1,47
1.6854578857383387,100,8,50,1,53
4.399893094994306,81,7,37,1,50
5.796126248515546,99,6,72,0,64
5.328142777545975,59,7,73,1,59
3.179835693604688,73,5,74,1,54
5.7360892052749275,75,5,55,0,53
3.7230011858031675,78,7,80,1,61
2.994371043322941,81,7,80,1,60
2.5798960046885906,90,7,51,1,52
3.0462954702678076,73,8,48,1,50
2.917734772188157,82,6,69,0,53
3.7556243335632313,79,7,95,1,66
3.7408609715747967,66,7,95,1,63
3.5045690302301216,78,8,78,1,61
4.155407254619525,77,8,59,1,57
5.2859694121795116,77,8,83,0,65
4.9243312031619855,80,6,63,1,58
1.2726530473251447,81,7,58,0,47
1.0,73,6,37,0,37
4.90147986685891,99,6,71,0,62
1.4496819523768685,62,8,60,0,46
3.1628518971609747,69,5,71,1,52
1.7448304609109608,100,8,35,0,46
1.0,64,6,72,1,47
4.312194092307182,59,8,33,1,46
4.63873274045397,91,6,86,1,66
2.6352343989099207,48,6,77,1,50
1.0,76,6,65,1,48
2.680633327621276,100,7,78,1,62
4.08770600810382,56,6,55,1,48
1.2816326468388066,50,7,71,1,47
3.7750398796687334,57,5,81,1,54
3.4770352262405066,93,5,30,0,43
4.3689372494016325,96,5,63,1,58
3.6793705526212297,72,7,69,1,56
2.040396588677667,90,8,67,1,57
5.294857252496737,100,8,91,1,74
3.2622056404595448,100,6,53,1,55
3.4590431907351022,76,7,60,1,54
2.100098061390206,45,7,41,1,39
2.8350766232127347,67,6,92,1,59
2.1727959289596486,73,7,66,1,52
3.2405809101148657,76,7,63,0,52
6.067562720213515,77,6,69,1,62
1.4421482856029657,96,5,79,0,54
1.0796579031848883,99,6,75,0,53
5.706755491240413,77,7,95,1,70
3.1860144842722007,96,5,76,0,57
2.496390892010125,85,6,63,0,51
5.059857031094115,80,6,61,1,57
2.591576690394704,93,5,64,1,53
6.239014570320404,81,6,47,1,56
4.516888807008904,100,8,70,1,66
2.768132887781446,58,5,81,1,52
6.735962319898255,72,7,60,0,59
2.5914276154949922,78,6,57,0,48
4.613143058013961,86,7,92,1,68
3.948938870609738,99,7,48,0,54
5.452611934098197,79,6,38,0,49
5.8422667950902785,58,8,52,1,55
3.54800622359865,92,7,46,1,53
2.369873194480725,91,8,75,1,60
4.189958214408675,50,7,64,0,50
2.483426945371841,79,8,66,0,53
6.5200808712899345,56,7,87,1,66
3.7048029966241063,70,8,59,1,54
2.952017673031837,66,7,81,0,55
3.7770204587973626,92,7,92,0,65
1.4793105657054553,81,7,63,1,51
2.0425789422340226,60,8,81,1,55
5.300620861916638,93,8,66,0,63
2.514658581542906,58,6,83,1,53
1.9296335259770907,84,7,46,1,47
4.304979128790929,67,6,45,0,46
5.278556231994496,74,7,64,1,59
4.5784299659976,87,6,56,0,54
4.994071528708725,87,6,62,1,59
2.3648073671458087,100,8,66,1,59
1.3672839998872344,78,6,80,1,54
5.75200047793323,84,7,63,1,62
3.0159802417367962,73,7,57,1,51
3.123750475317429,82,6,64,1,54
5.492291212773587,86,6,58,1,59
4.33434501410099,78,7,55,0,53
4.183831658122411,52,6,45,1,45
6.7475035173516265,84,8,71,1,68
2.5347226544297854,85,8,61,1,55
4.891760192121856,69,6,84,1,62
3.5855196873456268,60,6,48,1,46
3.9028884182948853,100,7,61,1,60
5.792702639618797,87,7,95,0,70
4.261753634434435,76,6,55,1,53
4.307444118574449,62,5,66,1,52
5.108761005964704,67,7,51,1,53
2.952570905685672,99,8,49,1,55
2.2411854989914906,82,6,93,1,60
1.9327862089684498,71,7,72,0,51
1.0,87,8,72,1,55
6.584310694910483,67,7,44,1,55
1.8451874514174753,100,7,75,1,59
3.168119564621342,100,7,87,0,64
3.084780050166619,73,8,87,1,62
3.9611100467136513,70,7,80,1,60
4.723605818808945,40,8,53,1,49
4.7907102325396185,57,7,74,0,56
2.6253838421465923,59,7,80,1,54
3.249317429320383,82,6,43,1,48
3.9238699257324496,75,6,53,0,49
3.1269633107246793,59,7,83,1,57
5.911018364029989,75,6,83,1,65
4.2364624274573774,87,7,46,1,54
4.602316679074726,87,6,81,0,62
4.494321903001119,51,8,71,1,56
5.260210786227987,78,6,81,1,64
3.7715323380555605,59,8,60,0,51
1.55475207806623,93,7,79,1,58
4.099531927628963,91,6,82,1,64
2.5229646593122563,66,7,64,0,49
2.7070749773753646,68,6,70,1,52
4.37954602813264,73,6,60,1,54
5.357424607150453,46,6,94,1,61
3.5319073651040926,85,5,68,1,55
3.963249518898446,75,8,56,0,53
6.053322416952857,94,5,59,1,61
3.8611297692328526,63,7,71,1,56
7.0,70,6,81,0,64
4.348264468447316,57,7,49,1,49
1.0,64,6,95,1,54
4.630012431656799,62,7,74,1,58
4.071737577324167,94,7,76,1,64
5.434629131124119,69,7,68,1,60
4.509772026904938,81,6,70,1,59
3.2923160240243394,74,7,67,1,55
1.6635526455659515,60,6,85,1,52
3.186465114070962,77,5,69,1,53
2.2242193186860497,88,7,81,1,59
2.629214825292916,61,7,63,1,50
4.3828676066309145,92,7,72,1,63
6.00485675652711,67,7,57,1,58
4.092007294734472,72,6,88,1,62
1.7061754069472235,87,6,57,1,49
4.166904002330211,70,5,65,1,53
5.294947229968477,80,7,65,1,61
2.5853256435209264,75,7,64,1,53
3.2989742499906236,81,6,80,1,59
3.5220322920937956,44,7,65,0,47
2.32265253037664,52,7,90,0,53
4.472420650765788,89,7,57,1,58
3.318577777088328,95,7,72,1,61
4.129298665860541,66,7,58,1,53
2.16876173329685,76,7,76,0,53
2.8438125495148845,84,6,69,0,53
4.583572036741657,90,6,67,1,60
2.9407502718623495,49,6,87,0,52
6.090445776850108,66,7,60,1,58
2.9005457215780965,75,8,78,1,59
3.837027088627829,90,7,58,0,55
4.898886247809635,100,6,71,1,64
1.3724514006004522,76,7,52,0,44
1.0,58,8,60,1,46
1.211515528144858,86,8,68,1,54
5.393876155140774,99,7,95,1,74
2.67221278116133,81,8,71,1,58
7.0,66,5,94,1,68
2.6536286020139173,94,6,73,1,58
3.7768269547955553,89,5,64,1,55
5.813164928851814,64,7,93,1,67
6.509139332238684,85,5,76,0,63
6.592255364954597,94,7,60,1,65
5.312549345889714,97,7,77,1,68
5.036093788717194,79,6,65,1,58
4.388790423801774,74,8,40,1,51
4.667541614249957,98,6,84,1,67
2.6732214255072,61,6,86,1,55
2.272701674866539,86,7,95,1,63
3.494938313883572,59,5,76,1,52
3.2447230662126074,95,7,66,1,59
2.820157926009087,76,8,82,0,58
4.544581171185073,99,8,82,1,69
4.932957812855766,87,8,94,0,69
3.632610329437771,61,6,69,1,52
5.716295121582893,100,7,67,1,66
1.7874663287997423,100,5,59,1,51
3.2095108110804227,93,6,78,0,59
2.4247665190957925,68,5,46,1,42
1.0,75,6,81,1,52
3.375978971235951,82,8,78,1,62
3.3173787374250745,69,6,78,1,56
5.770174614863197,100,7,72,0,66
4.446217526832166,82,7,92,0,65
1.9637197635061927,40,7,83,0,48
6.281138849501282,85,8,60,1,64
5.33155054328803,74,6,61,0,55
4.373146555202924,78,7,56,1,55
3.160273851725252,74,7,78,1,58
2.0608411449147805,92,5,54,0,47
2.9416898358934205,96,7,86,1,64
5.133122929556279,84,8,89,1,70
6.326879458901914,74,5,56,1,56
5.8148652924082835,79,5,67,1,59
2.766725867320589,80,6,70,1,54
1.8205738500664832,67,7,83,1,55
3.7113293703668058,88,7,94,0,65
1.0,86,7,44,0,43
3.9847515712771724,100,7,65,0,59
